Y-tunnus,company_name,address,website,registrationDate,detailsUri,companyForm
2462716-6,Cafendor Oy,,,2012-02-21,http://avoindata.prh.fi/opendata/tr/v1/2462716-6,OY
2445160-7,Harjun Kahvikiinteistöt Oy,,,2012-02-20,http://avoindata.prh.fi/opendata/tr/v1/2445160-7,OY
2454039-4,ROYAL BAKERY OY,,,2012-02-06,http://avoindata.prh.fi/opendata/tr/v1/2454039-4,OY
2498876-2,Kahvila-Ravintola Kulissi Oy,,,2012-09-25,http://avoindata.prh.fi/opendata/tr/v1/2498876-2,OY
2505848-7,Erolan Kahvi ja Pulla Oy,,,2012-11-05,http://avoindata.prh.fi/opendata/tr/v1/2505848-7,OY
2506353-4,Asunto Oy Helsingin Kahvimylly,,,2012-10-26,http://avoindata.prh.fi/opendata/tr/v1/2506353-4,AOY
2500219-2,Pyhän Birgitan puiston kahvila Oy,,,2012-10-22,http://avoindata.prh.fi/opendata/tr/v1/2500219-2,OY
2500619-3,Kahvila-ravintola LEO Oy,,,2012-10-19,http://avoindata.prh.fi/opendata/tr/v1/2500619-3,OY
2501406-2,Kampin Leipomo Oy,,,2012-10-16,http://avoindata.prh.fi/opendata/tr/v1/2501406-2,OY
2513685-2,Cafe Katariina Oy,,,2012-12-05,http://avoindata.prh.fi/opendata/tr/v1/2513685-2,OY
2489806-2,Lounas-Kahvila Saimi Oy,,,2012-07-31,http://avoindata.prh.fi/opendata/tr/v1/2489806-2,OY
2480207-5,Cafelito Oy,,,2012-07-27,http://avoindata.prh.fi/opendata/tr/v1/2480207-5,OY
2468808-1,Kotileipomo Hämäläinen Oy,,,2012-07-09,http://avoindata.prh.fi/opendata/tr/v1/2468808-1,OY
2484679-9,Cafetoria roastery Oy,,,2012-07-04,http://avoindata.prh.fi/opendata/tr/v1/2484679-9,OY
2482297-3,Stop-Cafe Oy 3-tie,,,2012-06-21,http://avoindata.prh.fi/opendata/tr/v1/2482297-3,OY
2479425-5,VENLA KAHVILAT OY,,,2012-06-13,http://avoindata.prh.fi/opendata/tr/v1/2479425-5,OY
2482488-0,Cafe Catrin Oy,,,2012-06-13,http://avoindata.prh.fi/opendata/tr/v1/2482488-0,OY
2480288-4,Kahvila Mero Oy,,,2012-06-11,http://avoindata.prh.fi/opendata/tr/v1/2480288-4,OY
2466235-9,CAFE21 OY,,,2012-03-23,http://avoindata.prh.fi/opendata/tr/v1/2466235-9,OY
2452037-7,Pastry Works Oy,,,2012-01-30,http://avoindata.prh.fi/opendata/tr/v1/2452037-7,OY
2475909-7,Kuparitalon Vohvelikahvila Oy,,,2012-05-15,http://avoindata.prh.fi/opendata/tr/v1/2475909-7,OY
2474225-2,Suomen Kahvipalvelut Oy,,,2012-05-14,http://avoindata.prh.fi/opendata/tr/v1/2474225-2,OY
2472932-2,Little Big Cafe Finland Oy,,,2012-05-09,http://avoindata.prh.fi/opendata/tr/v1/2472932-2,OY
2472312-3,Unscafe Oy,,,2012-04-30,http://avoindata.prh.fi/opendata/tr/v1/2472312-3,OY
2535641-7,Jailhouse Cafe Oy,,,2013-03-21,http://avoindata.prh.fi/opendata/tr/v1/2535641-7,OY
2533478-7,Cowboy Kahvilat Oy,,,2013-03-05,http://avoindata.prh.fi/opendata/tr/v1/2533478-7,OY
2533526-1,Leipomo-Kahvila Nallenpesä Oy,,,2013-03-01,http://avoindata.prh.fi/opendata/tr/v1/2533526-1,OY
2527015-4,Leipomo-Kahvila Pulla Pulju Oy,,,2013-02-15,http://avoindata.prh.fi/opendata/tr/v1/2527015-4,OY
2571768-1,Kulta-Kahvilat Oy,,,2013-10-10,http://avoindata.prh.fi/opendata/tr/v1/2571768-1,OY
2561090-5,Cafe Rooster Oy,,,2013-09-27,http://avoindata.prh.fi/opendata/tr/v1/2561090-5,OY
2570709-6,Mesikahvi Oy,,,2013-09-24,http://avoindata.prh.fi/opendata/tr/v1/2570709-6,OY
2568245-8,Cafe Cara Melle Ab,,,2013-09-17,http://avoindata.prh.fi/opendata/tr/v1/2568245-8,OY
2580588-4,Lounaskahvila Merilintu Oy,,,2013-11-15,http://avoindata.prh.fi/opendata/tr/v1/2580588-4,OY
2577678-8,PUUTARHAKADUN VOHVELIKAHVILA OY,,,2013-11-01,http://avoindata.prh.fi/opendata/tr/v1/2577678-8,OY
2578330-4,Viipurilainen Kotileipomo Oy,,,2013-10-30,http://avoindata.prh.fi/opendata/tr/v1/2578330-4,OY
2576267-7,Armilankadun Kahvila-Leipomon myymälä Oy,,,2013-10-24,http://avoindata.prh.fi/opendata/tr/v1/2576267-7,OY
2575416-7,Line Cafe Oy,,,2013-10-23,http://avoindata.prh.fi/opendata/tr/v1/2575416-7,OY
2572930-8,Kahvila matkaaja Oy,,,2013-10-16,http://avoindata.prh.fi/opendata/tr/v1/2572930-8,OY
2586022-6,Keidasleipomo Oy,,,2013-12-18,http://avoindata.prh.fi/opendata/tr/v1/2586022-6,OY
2587148-6,Katis Cafe Oy,,,2013-12-11,http://avoindata.prh.fi/opendata/tr/v1/2587148-6,OY
2582473-5,Eau de Cafe Oy,,,2013-11-22,http://avoindata.prh.fi/opendata/tr/v1/2582473-5,OY
2563481-9,Leipomo Väyrynen Oy,,,2013-08-28,http://avoindata.prh.fi/opendata/tr/v1/2563481-9,OY
2558560-7,LeipomoKahvila N'Avetta Oy,,,2013-07-31,http://avoindata.prh.fi/opendata/tr/v1/2558560-7,OY
2552400-3,Cafe Peltonen ab,,,2013-06-26,http://avoindata.prh.fi/opendata/tr/v1/2552400-3,OY
2554827-5,Asunto Oy Helsingin Kahvipannu,,,2013-06-25,http://avoindata.prh.fi/opendata/tr/v1/2554827-5,AOY
2521131-4,kahvila-ravintola Helarinne Oy,,,2013-01-08,http://avoindata.prh.fi/opendata/tr/v1/2521131-4,OY
2540066-8,Map Cafe Oy,,,2013-04-15,http://avoindata.prh.fi/opendata/tr/v1/2540066-8,OY
2542553-1,Kahvila Ilves-Helmi Oy,,,2013-04-12,http://avoindata.prh.fi/opendata/tr/v1/2542553-1,OY
2534897-8,Turun Kahvipaahtimo Oy,,,2013-04-01,http://avoindata.prh.fi/opendata/tr/v1/2534897-8,OY
2523146-2,Hattutehtaan Kahvila Oy,,,2013-02-14,http://avoindata.prh.fi/opendata/tr/v1/2523146-2,OY
2522025-3,Kahvitauko Oy,,,2013-01-29,http://avoindata.prh.fi/opendata/tr/v1/2522025-3,OY
2523707-1,Jussinhannan Kahvilat Oy,,,2013-01-25,http://avoindata.prh.fi/opendata/tr/v1/2523707-1,OY
2522466-8,Kahvila-Ravintola Linnan Liisa Oy,,,2013-01-23,http://avoindata.prh.fi/opendata/tr/v1/2522466-8,OY
2520372-8,Lounaskahvila Sara Oy,,,2013-01-10,http://avoindata.prh.fi/opendata/tr/v1/2520372-8,OY
2515565-8,Kahvikoto Oy,,,2013-01-10,http://avoindata.prh.fi/opendata/tr/v1/2515565-8,OY
2517848-9,Koivulan Kahvi ja Ruoka Shop Oy,,,2013-01-09,http://avoindata.prh.fi/opendata/tr/v1/2517848-9,OY
2520358-4,Kahvila Roi Oy,,,2013-01-09,http://avoindata.prh.fi/opendata/tr/v1/2520358-4,OY
2548478-5,Cafe RM Oy,,,2013-05-29,http://avoindata.prh.fi/opendata/tr/v1/2548478-5,OY
2548575-3,LounasKahvila Kivimäki Oy,,,2013-05-24,http://avoindata.prh.fi/opendata/tr/v1/2548575-3,OY
2610619-6,As Oy Nousiaisten Wanha Leipomo,,,2014-03-21,http://avoindata.prh.fi/opendata/tr/v1/2610619-6,AOY
2609113-1,Oy Cafe Akke Ab,,,2014-03-20,http://avoindata.prh.fi/opendata/tr/v1/2609113-1,OY
2611386-3,My Bakery Cafe Oy,,,2014-03-20,http://avoindata.prh.fi/opendata/tr/v1/2611386-3,OY
2608827-4,Lounaskahvila Kotona Oy,,,2014-03-12,http://avoindata.prh.fi/opendata/tr/v1/2608827-4,OY
2604445-8,Obakoy cafe Oy,,,2014-03-05,http://avoindata.prh.fi/opendata/tr/v1/2604445-8,OY
2602591-9,Sport Cafe Heinola Oy,,,2014-02-20,http://avoindata.prh.fi/opendata/tr/v1/2602591-9,OY
2654936-8,Cafe Pepe Oy,,,2014-11-21,http://avoindata.prh.fi/opendata/tr/v1/2654936-8,OY
2652065-3,Leipomo J. Martin Oy,,,2014-11-12,http://avoindata.prh.fi/opendata/tr/v1/2652065-3,OY
2651701-6,Cafe Cinnamon Oy,,,2014-11-12,http://avoindata.prh.fi/opendata/tr/v1/2651701-6,OY
2649564-6,Kahvila Hilla Oy,,,2014-11-04,http://avoindata.prh.fi/opendata/tr/v1/2649564-6,OY
2647541-8,Leipomo Primula Oy,,,2014-10-17,http://avoindata.prh.fi/opendata/tr/v1/2647541-8,OY
2656140-4,Lapin Leipomo Oy,,,2014-12-16,http://avoindata.prh.fi/opendata/tr/v1/2656140-4,OY
2635354-1,Makea Cafe & Deli Oy,,,2014-08-28,http://avoindata.prh.fi/opendata/tr/v1/2635354-1,OY
2635529-9,Lounaskahvila Ansku Oy,,,2014-08-21,http://avoindata.prh.fi/opendata/tr/v1/2635529-9,OY
2629775-4,Cafe Silja Marie Oy,,,2014-07-28,http://avoindata.prh.fi/opendata/tr/v1/2629775-4,OY
2630889-8,Oulaskankaan Kahvila Oy,,,2014-07-18,http://avoindata.prh.fi/opendata/tr/v1/2630889-8,OY
2630486-2,Marskin Kioski-Kahvio Oy,,,2014-07-16,http://avoindata.prh.fi/opendata/tr/v1/2630486-2,OY
2628514-7,Frangipani Bakery OY,,,2014-07-01,http://avoindata.prh.fi/opendata/tr/v1/2628514-7,OY
2626150-8,Leipomo Kotiherkku Oy,,,2014-06-24,http://avoindata.prh.fi/opendata/tr/v1/2626150-8,OY
2625391-1,Cafe Pequeño Oy,,,2014-06-18,http://avoindata.prh.fi/opendata/tr/v1/2625391-1,OY
2621275-7,Cafe Bar Seven Oy,,,2014-06-11,http://avoindata.prh.fi/opendata/tr/v1/2621275-7,OY
2616152-3,Leipomoliike Irene Partanen Oy,,,2014-04-22,http://avoindata.prh.fi/opendata/tr/v1/2616152-3,OY
2613139-1,Jäätelöleipomo Oy,,,2014-04-09,http://avoindata.prh.fi/opendata/tr/v1/2613139-1,OY
2614165-3,Asunto Oy Helsingin Kahvipavunkuja 4,,,2014-04-03,http://avoindata.prh.fi/opendata/tr/v1/2614165-3,AOY
2614168-8,Asunto Oy Helsingin Kahvitauko,,,2014-04-03,http://avoindata.prh.fi/opendata/tr/v1/2614168-8,AOY
2614169-6,Asunto Oy Helsingin Iltakahvi,,,2014-04-03,http://avoindata.prh.fi/opendata/tr/v1/2614169-6,AOY
2595417-7,YourCafe 2012 Oy,,,2014-02-04,http://avoindata.prh.fi/opendata/tr/v1/2595417-7,OY
2593629-4,Cafe Korvike Oy,,,2014-01-23,http://avoindata.prh.fi/opendata/tr/v1/2593629-4,OY
2618981-7,MimiBo cafe oy,,,2014-05-26,http://avoindata.prh.fi/opendata/tr/v1/2618981-7,OY
2620361-5,JOENSUUN KIRJASTON KAHVILA OY,,,2014-05-21,http://avoindata.prh.fi/opendata/tr/v1/2620361-5,OY
2613107-6,"Sandnäs Kauppa ja Kahvila Osuuskunta, Sandnäs Butik och Cafe Andelslaget",,,2014-04-28,http://avoindata.prh.fi/opendata/tr/v1/2613107-6,OK
2681165-3,Cafe Parlamentti Oy,,,2015-03-19,http://avoindata.prh.fi/opendata/tr/v1/2681165-3,OY
2680311-9,Rauman Kahvilayritys Oy,,,2015-03-17,http://avoindata.prh.fi/opendata/tr/v1/2680311-9,OY
2679302-9,Cafe Zoceria Oy,,,2015-03-16,http://avoindata.prh.fi/opendata/tr/v1/2679302-9,OY
2708404-8,Kahvila Hannastiina Oy,,,2015-09-23,http://avoindata.prh.fi/opendata/tr/v1/2708404-8,OY
2719453-8,Kahvila Kispi Oy,,,2015-11-02,http://avoindata.prh.fi/opendata/tr/v1/2719453-8,OY
2711390-2,Kotileipomo Antinkaapo Oy,,,2015-10-29,http://avoindata.prh.fi/opendata/tr/v1/2711390-2,OY
2719723-7,Oulun Leipomokauppa.com Oy,,,2015-10-27,http://avoindata.prh.fi/opendata/tr/v1/2719723-7,OY
2723171-4,Cafee of cartoons Oy,,,2015-12-03,http://avoindata.prh.fi/opendata/tr/v1/2723171-4,OY
2709008-5,Kahvihammas Oy,,,2015-09-09,http://avoindata.prh.fi/opendata/tr/v1/2709008-5,OY
2703166-7,Cafe Cleopatra Oy,,,2015-08-20,http://avoindata.prh.fi/opendata/tr/v1/2703166-7,OY
2701882-5,Kotileipomo Lähtevänoja Oy,,,2015-08-01,http://avoindata.prh.fi/opendata/tr/v1/2701882-5,OY
2698541-8,Anne's Cafe Oy,,,2015-07-10,http://avoindata.prh.fi/opendata/tr/v1/2698541-8,OY
2669524-2,Cafe Mio Oy,,,2015-01-29,http://avoindata.prh.fi/opendata/tr/v1/2669524-2,OY
2664734-7,Gottland Cafe Oy,,,2015-01-26,http://avoindata.prh.fi/opendata/tr/v1/2664734-7,OY
2688388-4,Kahvila IPI Oy,,,2015-05-06,http://avoindata.prh.fi/opendata/tr/v1/2688388-4,OY
2687556-9,Kokkolan Cafe Eden Oy,,,2015-05-05,http://avoindata.prh.fi/opendata/tr/v1/2687556-9,OY
2686049-8,Aqua Kahvio Oy,,,2015-04-23,http://avoindata.prh.fi/opendata/tr/v1/2686049-8,OY
2679218-1,Kahvila-Ravintola Hurpakka Oy,,,2015-03-10,http://avoindata.prh.fi/opendata/tr/v1/2679218-1,OY
2679460-3,AgataBakery Oy,,,2015-03-05,http://avoindata.prh.fi/opendata/tr/v1/2679460-3,OY
2674879-7,Asunto Oy Helsingin Kahvipapu,,,2015-02-24,http://avoindata.prh.fi/opendata/tr/v1/2674879-7,AOY
2696812-4,Kahvila Minna Maarit Oy,,,2015-06-22,http://avoindata.prh.fi/opendata/tr/v1/2696812-4,OY
2696244-3,Wercafe Oy,,,2015-06-16,http://avoindata.prh.fi/opendata/tr/v1/2696244-3,OY
2692558-9,Pelikahvila Onnenosuma Oy,,,2015-06-12,http://avoindata.prh.fi/opendata/tr/v1/2692558-9,OY
2690783-1,Arom Bar&Cafe Ab Oy,,,2015-06-08,http://avoindata.prh.fi/opendata/tr/v1/2690783-1,OY
2692399-7,Hydrovoima Bakery Machines Oy,,,2015-06-05,http://avoindata.prh.fi/opendata/tr/v1/2692399-7,OY
2759490-2,Tapiolan Kaisan Cafe Oy,,,2016-05-18,http://avoindata.prh.fi/opendata/tr/v1/2759490-2,OY
2753902-2,Teeren Cafe Oy,,,2016-04-26,http://avoindata.prh.fi/opendata/tr/v1/2753902-2,OY
2786212-9,Lounaskahvila Vintti Oy,,,2016-10-20,http://avoindata.prh.fi/opendata/tr/v1/2786212-9,OY
2782424-5,Kahvila Ravintola Saimaa Oy,,,2016-10-07,http://avoindata.prh.fi/opendata/tr/v1/2782424-5,OY
2796849-2,Cloud Patisserie Oy,,,2016-11-25,http://avoindata.prh.fi/opendata/tr/v1/2796849-2,OY
2796623-5,Rantakulman Kahvila-ravintola ja suoramyynti Oy,,,2016-11-25,http://avoindata.prh.fi/opendata/tr/v1/2796623-5,OY
2800890-1,Talvisilta Cafe & Pub Oy,,,2016-12-30,http://avoindata.prh.fi/opendata/tr/v1/2800890-1,OY
2800128-3,Valo Cafe Oy,,,2016-12-22,http://avoindata.prh.fi/opendata/tr/v1/2800128-3,OY
2777348-4,Lounge Cafe Atlantis Oy,,,2016-12-21,http://avoindata.prh.fi/opendata/tr/v1/2777348-4,OY
2798727-1,Hyvän Maun Leipomo Oy,,,2016-12-09,http://avoindata.prh.fi/opendata/tr/v1/2798727-1,OY
2797309-9,Hunaja Cafe Oy,,,2016-12-09,http://avoindata.prh.fi/opendata/tr/v1/2797309-9,OY
2795403-1,Suomen Raakakahvitukku Oy,,,2016-12-05,http://avoindata.prh.fi/opendata/tr/v1/2795403-1,OY
2782730-7,Lauttasaaren kahvila Oy,,,2016-09-30,http://avoindata.prh.fi/opendata/tr/v1/2782730-7,OY
2782078-9,ND Pastry Art Studio Oy,,,2016-09-28,http://avoindata.prh.fi/opendata/tr/v1/2782078-9,OY
2783263-2,Cafe Makiata Oy,,,2016-09-22,http://avoindata.prh.fi/opendata/tr/v1/2783263-2,OY
2776735-9,DO'S KAHVILA OY,,,2016-09-19,http://avoindata.prh.fi/opendata/tr/v1/2776735-9,OY
2779640-8,Rebelle Bakery Oy,,,2016-09-07,http://avoindata.prh.fi/opendata/tr/v1/2779640-8,OY
2776853-8,RTE-Kahvilat Oy,,,2016-09-05,http://avoindata.prh.fi/opendata/tr/v1/2776853-8,OY
2748664-5,Kaskenkadun Leipomo Oy,,,2016-03-02,http://avoindata.prh.fi/opendata/tr/v1/2748664-5,OY
2764388-2,Lautapelikahvila Taverna Oy,,,2016-06-22,http://avoindata.prh.fi/opendata/tr/v1/2764388-2,OY
2766710-4,Lounaskahvila Miina Oy,,,2016-06-20,http://avoindata.prh.fi/opendata/tr/v1/2766710-4,OY
2766010-5,Leipomo Gryn Oy,,,2016-06-09,http://avoindata.prh.fi/opendata/tr/v1/2766010-5,OY
2763304-3,Scandinavia Cafe Oy,,,2016-06-01,http://avoindata.prh.fi/opendata/tr/v1/2763304-3,OY
2756545-8,Leipomo Krossi Oy,,,2016-04-21,http://avoindata.prh.fi/opendata/tr/v1/2756545-8,OY
2756942-4,Kahvila Martzu Oy,,,2016-04-15,http://avoindata.prh.fi/opendata/tr/v1/2756942-4,OY
2752704-8,Leipomo-konditoria Bake 'n Cake Oy,,,2016-04-05,http://avoindata.prh.fi/opendata/tr/v1/2752704-8,OY
2752341-8,Kahvila Verso Oy,,,2016-04-01,http://avoindata.prh.fi/opendata/tr/v1/2752341-8,OY
2751869-4,Korat Cafe Oy,,,2016-03-29,http://avoindata.prh.fi/opendata/tr/v1/2751869-4,OY
2833064-2,Kokokahvilanelonen oy,,,2017-05-17,http://avoindata.prh.fi/opendata/tr/v1/2833064-2,OY
2833048-2,Kokokahvilakolmonen Oy,,,2017-05-17,http://avoindata.prh.fi/opendata/tr/v1/2833048-2,OY
2828006-7,Hämeenlinnan Cafe Caramella Oy,,,2017-05-05,http://avoindata.prh.fi/opendata/tr/v1/2828006-7,OY
2860246-8,ASA Cafe Oy,,,2017-10-25,http://avoindata.prh.fi/opendata/tr/v1/2860246-8,OY
2860592-5,Pärnävaaran Kahvila Oy,,,2017-10-24,http://avoindata.prh.fi/opendata/tr/v1/2860592-5,OY
