Y-tunnus,company_name,address,website,registrationDate,detailsUri,companyForm
2577098-4,J&J Laatoitus ja Rakennus Oy,,,2013-11-07,http://avoindata.prh.fi/opendata/tr/v1/2577098-4,OY
2578803-3,Rakennus Remontti Pekka Kaski Oy,,,2013-11-01,http://avoindata.prh.fi/opendata/tr/v1/2578803-3,OY
2576673-1,Laatoitus ja Rakennus Piira Oy,,,2013-10-30,http://avoindata.prh.fi/opendata/tr/v1/2576673-1,OY
2576720-8,Uudenmaan Remonttiapu Oy,,,2013-10-28,http://avoindata.prh.fi/opendata/tr/v1/2576720-8,OY
2570764-3,SUOMEN KATTOPROJEKTI OY,,,2013-10-22,http://avoindata.prh.fi/opendata/tr/v1/2570764-3,OY
2576294-1,Pirkanmaan Laatuikkunat Oy,,,2013-10-21,http://avoindata.prh.fi/opendata/tr/v1/2576294-1,OY
2590640-7,Jovete Oy,,,2013-12-30,http://avoindata.prh.fi/opendata/tr/v1/2590640-7,OY
2587045-9,Pirkan remontti yhtiöt Oy,,,2013-12-10,http://avoindata.prh.fi/opendata/tr/v1/2587045-9,OY
2583600-7,VePe Oy Remontti Lähdesmäki,,,2013-11-27,http://avoindata.prh.fi/opendata/tr/v1/2583600-7,OY
2581890-9,Profin Sydänpuu ikkunat ja ovet Oy,,,2013-11-22,http://avoindata.prh.fi/opendata/tr/v1/2581890-9,OY
2560397-5,Porin Ässäremontti Oy,,,2013-08-02,http://avoindata.prh.fi/opendata/tr/v1/2560397-5,OY
2552160-3,Neovet Oy,,,2013-07-11,http://avoindata.prh.fi/opendata/tr/v1/2552160-3,OY
2553591-7,Kattogroup Oy,,,2013-06-20,http://avoindata.prh.fi/opendata/tr/v1/2553591-7,OY
2553054-2,HS Muuraus ja Laatoitus Oy,,,2013-06-18,http://avoindata.prh.fi/opendata/tr/v1/2553054-2,OY
2539246-9,RD-Katto Oy,,,2013-04-25,http://avoindata.prh.fi/opendata/tr/v1/2539246-9,OY
2542518-7,Varsinais-Suomen Kattopalvelu Oy,,,2013-04-24,http://avoindata.prh.fi/opendata/tr/v1/2542518-7,OY
2535474-5,Tapsan Remonttipalvelu Oy,,,2013-04-03,http://avoindata.prh.fi/opendata/tr/v1/2535474-5,OY
2523364-4,Flooring Pro Finland Oy,,,2013-02-12,http://avoindata.prh.fi/opendata/tr/v1/2523364-4,OY
2525844-6,Remonttipalvelut S. Martiskainen OY,,,2013-02-01,http://avoindata.prh.fi/opendata/tr/v1/2525844-6,OY
2523698-4,Suomen Vahva-Katto Oy,,,2013-01-31,http://avoindata.prh.fi/opendata/tr/v1/2523698-4,OY
2523211-5,AP-Laatoitus Oy,,,2013-01-25,http://avoindata.prh.fi/opendata/tr/v1/2523211-5,OY
2523195-6,Helsingin Kattopalvelu Oy,,,2013-01-23,http://avoindata.prh.fi/opendata/tr/v1/2523195-6,OY
2548190-4,Ab Vasa Bygg och Remont - Vaasan Rakennus ja Remontti Oy,,,2013-05-24,http://avoindata.prh.fi/opendata/tr/v1/2548190-4,OY
2539845-7,First Choice Remontti Oy,,,2013-05-08,http://avoindata.prh.fi/opendata/tr/v1/2539845-7,OY
2607933-5,EnviroVet Oy,,,2014-03-21,http://avoindata.prh.fi/opendata/tr/v1/2607933-5,OY
2606878-3,Keski-Suomen Kattohuolto Oy,,,2014-03-20,http://avoindata.prh.fi/opendata/tr/v1/2606878-3,OY
2599343-2,T-J Katto ja Kotipalvelu Oy,,,2014-03-05,http://avoindata.prh.fi/opendata/tr/v1/2599343-2,OY
2605567-5,Suomen Huopakatto Oy,,,2014-02-25,http://avoindata.prh.fi/opendata/tr/v1/2605567-5,OY
2596730-6,IKOVET OY,,,2014-02-21,http://avoindata.prh.fi/opendata/tr/v1/2596730-6,OY
2603005-6,RemonttiApaja Oy,,,2014-02-19,http://avoindata.prh.fi/opendata/tr/v1/2603005-6,OY
2602524-9,KP-Rakennus ja Remontti Oy,,,2014-02-19,http://avoindata.prh.fi/opendata/tr/v1/2602524-9,OY
2637604-9,LS Kattoservice Oy,,,2014-10-02,http://avoindata.prh.fi/opendata/tr/v1/2637604-9,OY
2642970-2,Remonttiräätäli Oy,,,2014-09-29,http://avoindata.prh.fi/opendata/tr/v1/2642970-2,OY
2653050-1,Kattomestarit Oy Rakennusliike,,,2014-11-17,http://avoindata.prh.fi/opendata/tr/v1/2653050-1,OY
2650329-8,Hattulan Remonttipalvelut Oy,,,2014-11-17,http://avoindata.prh.fi/opendata/tr/v1/2650329-8,OY
2647758-7,Pirkanmaan Kattohuolto Oy,,,2014-10-20,http://avoindata.prh.fi/opendata/tr/v1/2647758-7,OY
2655501-2,Konesaumakatto Silver Oy,,,2014-12-16,http://avoindata.prh.fi/opendata/tr/v1/2655501-2,OY
2656191-4,Viipurinkadun Remonttimiehet Oy,,,2014-12-08,http://avoindata.prh.fi/opendata/tr/v1/2656191-4,OY
2635663-8,A Kattotiimi Oy,,,2014-08-27,http://avoindata.prh.fi/opendata/tr/v1/2635663-8,OY
2630760-9,Komea Kodinremontti Oy,,,2014-08-21,http://avoindata.prh.fi/opendata/tr/v1/2630760-9,OY
2627627-5,Tavararemontti Oy,,,2014-08-13,http://avoindata.prh.fi/opendata/tr/v1/2627627-5,OY
2631874-6,Rakennus ja Remontti Timo Kettunen Oy,,,2014-08-12,http://avoindata.prh.fi/opendata/tr/v1/2631874-6,OY
2628908-4,Vesikattoliike Mäkinen Oy,,,2014-08-04,http://avoindata.prh.fi/opendata/tr/v1/2628908-4,OY
2626206-8,AitoVet Oy,,,2014-07-02,http://avoindata.prh.fi/opendata/tr/v1/2626206-8,OY
2624698-1,MJO-Katto Oy,,,2014-06-25,http://avoindata.prh.fi/opendata/tr/v1/2624698-1,OY
2621776-9,Remonttipalvelu Hakanen Oy,,,2014-06-12,http://avoindata.prh.fi/opendata/tr/v1/2621776-9,OY
2590967-5,Hämeen Rakennus ja Laatoitus Oy,,,2014-01-07,http://avoindata.prh.fi/opendata/tr/v1/2590967-5,OY
2614072-2,RST Remontti Oy,,,2014-04-10,http://avoindata.prh.fi/opendata/tr/v1/2614072-2,OY
2610947-7,Pohjois-Suomen Remonttipalvelu Oy,,,2014-03-28,http://avoindata.prh.fi/opendata/tr/v1/2610947-7,OY
2606576-9,PK Ikkunat & Ovet Oy,,,2014-03-27,http://avoindata.prh.fi/opendata/tr/v1/2606576-9,OY
2610284-9,ST-Kattomaalaus Oy,,,2014-03-27,http://avoindata.prh.fi/opendata/tr/v1/2610284-9,OY
2608098-5,JAM Remontti Oy,,,2014-03-25,http://avoindata.prh.fi/opendata/tr/v1/2608098-5,OY
2595646-3,HV-Remonttipalvelu Oy,,,2014-01-31,http://avoindata.prh.fi/opendata/tr/v1/2595646-3,OY
2617609-8,Ikikatto Oy,,,2014-04-28,http://avoindata.prh.fi/opendata/tr/v1/2617609-8,OY
2683446-8,Movetra Oy,,,2015-04-15,http://avoindata.prh.fi/opendata/tr/v1/2683446-8,OY
2683882-1,Suomen Kattoturva Oy,,,2015-04-10,http://avoindata.prh.fi/opendata/tr/v1/2683882-1,OY
2684040-3,RJ-Kattoturva Oy,,,2015-04-10,http://avoindata.prh.fi/opendata/tr/v1/2684040-3,OY
2683770-6,Katto Consulting Oy,,,2015-04-09,http://avoindata.prh.fi/opendata/tr/v1/2683770-6,OY
2667489-8,Remonttityö Ronkainen Oy,,,2015-03-23,http://avoindata.prh.fi/opendata/tr/v1/2667489-8,OY
2677050-5,DKwindows Oy,,,2015-03-23,http://avoindata.prh.fi/opendata/tr/v1/2677050-5,OY
2677937-4,Tuusulan kattohuolto Oy,,,2015-03-18,http://avoindata.prh.fi/opendata/tr/v1/2677937-4,OY
